PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Blue (460 nm) auto fluorescence outcome,Sample Source
8879,144212432,62118,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8880,144212433,26030,Inconclusive,10,,,inconclusive antagonist,inconclusive antagonist,4.36412,-34.4633,inactive,,0,inconclusive antagonist,9.77004,-34.5262,inactive,Acros
8881,144212434,17888,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8882,144212435,88043,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8883,144212436,9589,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8884,144212437,12087,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8885,144212438,16551,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8886,144212439,68023,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8887,144212440,7254,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8888,144212441,76092,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8889,144212442,78950,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8890,144212443,79571,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8891,144212444,8920,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8892,144212445,7337,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8893,144212446,5946,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8894,144212447,7034,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8895,144212448,23686673,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8896,144212449,37524,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8897,144212450,24773,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8898,144212451,7612,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8899,144212452,14529,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8900,144212453,11569,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8901,144212454,444539,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8902,144212455,6285,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8903,144212456,597,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8904,144212457,17595,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8905,144212458,8955,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8906,144212459,11545,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8907,144212460,7119,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8908,144212461,96359,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8909,144212462,32484,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8910,144212463,70807,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8911,144212464,8925,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8912,144212465,9001,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8913,144212466,74236,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8914,144212467,90571,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8915,144212468,8507,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8916,144212469,11048,Inconclusive,5,,,inconclusive,inconclusive antagonist,22.4961,-64.8485,active agonist,43.1958,111.641,inactive,,0,inactive,Acros
8917,144212470,26447,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8918,144212471,5833,Active,59,,,active agonist,active agonist,0.0184045,76.5593,inactive,,0,active agonist,0.0169792,79.532,inactive,Acros
8919,144212472,2724248,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8920,144212473,5819,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8921,144212474,93573,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8922,144212475,10434,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8923,144212476,9948,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8924,144212477,11093,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8925,144212478,171548,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8926,144212479,62852,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8927,144212480,77311,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8928,144212481,7272,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8929,144212482,80289,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,Acros
8930,144212483,10953,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8931,144212484,6516,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8932,144212485,13075,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8933,144212486,135459645,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8934,144212487,7071,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8935,144212488,4534,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8936,144212489,2723853,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8937,144212490,656678,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8938,144212491,442021,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8939,144212492,24385,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8940,144212493,16684434,Active,51,,,active agonist,active agonist,1.54845,69.237,active agonist,13.8006,51.2705,active agonist,1.0349,85.9878,inactive,Acros
8941,144212494,20473,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8942,144212495,16590,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8943,144212496,90613,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8944,144212497,78138,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8945,144212498,15906,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8946,144212499,8766,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8947,144212500,62406,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8948,144212501,14284,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Maybridge
8949,144212502,11972,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Maybridge
8950,144212503,7122,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Maybridge
8951,144212504,1136,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Maybridge
8952,144212505,77487,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Maybridge
8953,144212506,23537,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Maybridge
8954,144212507,13254,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Maybridge
8955,144212508,23540,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Maybridge
8956,144212509,516900,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8957,144212510,84658,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
8958,144212511,79635,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
8959,144212512,449171,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
8960,144212513,94355,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
8961,144212514,2717,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
8962,144212515,21218,Inconclusive,5,,,inconclusive,active agonist,23.6173,191.057,active antagonist,19.4938,-77.645,active antagonist,21.8724,-44.7711,inactive,Enamine
8963,144212516,8385,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
8964,144212517,77328,Inconclusive,5,,,inconclusive,inconclusive antagonist,,-9.47509,inconclusive agonist,12.2998,68.3712,inconclusive agonist,0.616448,34.0983,inactive,Enamine
8965,144212518,5284558,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8966,144212519,2540,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,LightBiologicals
8967,144212520,75868,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8968,144212521,5367692,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8969,144212522,5355,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8970,144212523,41270,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8971,144212524,2734819,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8972,144212525,72060,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8973,144212526,29307,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8974,144212527,15967,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8975,144212528,106428,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8976,144212529,62433,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8977,144212530,80777,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8978,144212531,7275,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8979,144212532,23691974,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,LightBiologicals
8980,144212533,10780,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,30.8956,24.3069,inactive,,0,inactive,LightBiologicals
8981,144212534,53249535,Inconclusive,10,,,inconclusive antagonist,inconclusive antagonist,24.5412,-58.6187,inconclusive agonist,1.30286,29.0588,inconclusive antagonist,58.1965,-42.3746,inactive,LightBiologicals
8982,144212535,54744,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8983,144212536,32872,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8984,144212537,67045,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8985,144212538,34468,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8986,144212539,16722125,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8987,144212540,31573,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8988,144212541,13783,Inconclusive,5,,,inconclusive,active antagonist,8.70756,-36.8247,active agonist,13.8006,49.9425,inactive,,0,inactive,LightBiologicals
8989,144212542,83322,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8990,144212543,6852406,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8991,144212544,10404,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8992,144212545,83063,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,LightBiologicals
8993,144212546,441371,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8994,144212547,10695,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8995,144212548,8532,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8996,144212549,62421,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8997,144212550,62452,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8998,144212551,6857648,Inconclusive,10,,,inconclusive antagonist,inconclusive antagonist,0.73265,-43.9214,inconclusive agonist,1.09622,58.9315,inconclusive antagonist,7.3265,-33.2305,inactive,LightBiologicals
8999,144212552,76192,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9000,144212553,88045,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9001,144212554,67005,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9002,144212555,95402,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9003,144212556,21118222,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9004,144212557,11774,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9005,144212558,9786,Inconclusive,5,,,inconclusive,inconclusive antagonist,,74.2128,inconclusive agonist,,32.8922,inconclusive agonist,5.18676,76.0938,inactive,LightBiologicals
9006,144212559,78452,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9007,144212560,16683978,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9008,144212561,62817,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9009,144212562,61059,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9010,144212563,16700308,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9011,144212564,6488,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9012,144212565,62329,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9013,144212566,66598,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9014,144212567,92667,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9015,144212568,6112114,Inconclusive,5,,,inconclusive,active antagonist,3.46654,-41.7657,inconclusive agonist,5.4941,61.6237,inactive,,0,inactive,LightBiologicals
9016,144212569,40813,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9017,144212570,11127402,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9018,144212571,12797557,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9019,144212572,116529,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9020,144212573,13671,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9021,144212574,3482402,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9022,144212575,16854,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9023,144212576,91677,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9024,144212577,93128,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9025,144212578,55182,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9026,144212579,9300,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9027,144212580,62371,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9028,144212581,22842,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,LightBiologicals
9029,144212582,67054,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9030,144212583,21921,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9031,144212584,91590,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9032,144212585,33565,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9033,144212586,441207,Active,53,,,active agonist,active agonist,0.0247039,47.8229,inconclusive agonist,,17.5422,active agonist,0.0247039,39.1217,inactive,LightBiologicals
9034,144212587,5995,Active,82,,,active agonist,active agonist,0.00977052,188.113,inactive,,0,active agonist,0.0160913,160.443,inactive,LightBiologicals
9035,144212588,60196428,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9036,144212589,9571009,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9037,144212590,86210,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9038,144212591,66826,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9039,144212592,9462,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9040,144212593,21859,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
9041,144212594,1935,Inactive,0,,,inactive,inactive,,0,inactive,,0,active agonist,36.0216,29.2695,inactive,LightBiologicals
9042,144212595,12398,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
9043,144212596,8594,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Frinton Laboratories
9044,144212597,31170,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
9045,144212598,102681,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
9046,144212599,61670,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
9047,144212600,3067270,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
9048,144212601,61124,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
9049,144212602,1201518,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
9050,144212603,11273,Active,61,,,active agonist,active agonist,0.419981,135.259,inactive,,0,active agonist,0.904822,173.305,inactive,SIGMA
9051,144212604,88267,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
9052,144212605,16533,Active,63,,,active agonist,active agonist,0.00640565,87.5693,inactive,,0,active agonist,0.0054941,86.6858,inactive,SIGMA
9053,144212606,61953,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
9054,144212607,5363388,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
9055,144212608,78972,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Matrix Scientific
9056,144212609,10883,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
9057,144212610,8187,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
9058,144212611,21414,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
9059,144212612,439250,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
9060,144212613,8164,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
9061,144212614,7043,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
9062,144212615,17100,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
9063,144212616,62418,Inconclusive,5,,,inconclusive,active agonist,59.3239,156.505,active antagonist,57.0904,-77.8773,active antagonist,38.8952,-37.1528,inactive,SIGMA
